CL	CL_plane	Name_identical	Related	Merged	Naked_merged
SJSA-1_GDC	SJSA1	SJSA1_CCLE,SJSA-1_COSMIC,SJSA-1_GDC		SJSA1_CCLE,SJSA-1_COSMIC,SJSA-1_GDC	SJSA1
SK23_EGA	SK23	SK23_EGA		SK23_EGA	SK23
SKBR3_CCLE	SKBR3	SKBR3_CCLE,SK-BR-3_EGA,SK-BR-3_GDC	AU565_CCLE,AU565_COSMIC,AU565_GDC	AU565_CCLE,AU565_COSMIC,AU565_GDC,SKBR3_CCLE,SK-BR-3_EGA,SK-BR-3_GDC	AU565,SKBR3
SK-BR-3_EGA	SKBR3	SKBR3_CCLE,SK-BR-3_EGA,SK-BR-3_GDC	AU565_CCLE,AU565_COSMIC,AU565_GDC	AU565_CCLE,AU565_COSMIC,AU565_GDC,SKBR3_CCLE,SK-BR-3_EGA,SK-BR-3_GDC	AU565,SKBR3
SK-BR-3_GDC	SKBR3	SKBR3_CCLE,SK-BR-3_EGA,SK-BR-3_GDC	AU565_CCLE,AU565_COSMIC,AU565_GDC	AU565_CCLE,AU565_COSMIC,AU565_GDC,SKBR3_CCLE,SK-BR-3_EGA,SK-BR-3_GDC	AU565,SKBR3
SKCO1_CCLE	SKCO1	SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC		SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC	SKCO1
SK-CO-1_COSMIC	SKCO1	SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC		SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC	SKCO1
SK-CO-1_EGA	SKCO1	SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC		SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC	SKCO1
SK-CO-1_GDC	SKCO1	SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC		SKCO1_CCLE,SK-CO-1_COSMIC,SK-CO-1_EGA,SK-CO-1_GDC	SKCO1
SKES1_CCLE	SKES1	SKES1_CCLE,SK-ES-1_COSMIC,SK-ES-1_GDC		SKES1_CCLE,SK-ES-1_COSMIC,SK-ES-1_GDC	SKES1
SK-ES-1_COSMIC	SKES1	SKES1_CCLE,SK-ES-1_COSMIC,SK-ES-1_GDC		SKES1_CCLE,SK-ES-1_COSMIC,SK-ES-1_GDC	SKES1
SK-ES-1_GDC	SKES1	SKES1_CCLE,SK-ES-1_COSMIC,SK-ES-1_GDC		SKES1_CCLE,SK-ES-1_COSMIC,SK-ES-1_GDC	SKES1
SKG-IIIA_COSMIC	SKGIIIA	SKG-IIIA_COSMIC		SKG-IIIA_COSMIC	SKGIIIA
SK-GT-2_COSMIC	SKGT2	SK-GT-2_COSMIC		SK-GT-2_COSMIC	SKGT2
SK-GT-4_COSMIC	SKGT4	SK-GT-4_COSMIC		SK-GT-4_COSMIC	SKGT4
SKHEP1_CCLE	SKHEP1	SKHEP1_CCLE,SK-HEP-1_COSMIC,SK-HEP-1_GDC		SKHEP1_CCLE,SK-HEP-1_COSMIC,SK-HEP-1_GDC	SKHEP1
SK-HEP-1_COSMIC	SKHEP1	SKHEP1_CCLE,SK-HEP-1_COSMIC,SK-HEP-1_GDC		SKHEP1_CCLE,SK-HEP-1_COSMIC,SK-HEP-1_GDC	SKHEP1
SK-HEP-1_GDC	SKHEP1	SKHEP1_CCLE,SK-HEP-1_COSMIC,SK-HEP-1_GDC		SKHEP1_CCLE,SK-HEP-1_COSMIC,SK-HEP-1_GDC	SKHEP1
SKLMS1_CCLE	SKLMS1	SKLMS1_CCLE,SK-LMS-1_COSMIC,SK-LMS-1_GDC		SKLMS1_CCLE,SK-LMS-1_COSMIC,SK-LMS-1_GDC	SKLMS1
SK-LMS-1_COSMIC	SKLMS1	SKLMS1_CCLE,SK-LMS-1_COSMIC,SK-LMS-1_GDC		SKLMS1_CCLE,SK-LMS-1_COSMIC,SK-LMS-1_GDC	SKLMS1
SK-LMS-1_GDC	SKLMS1	SKLMS1_CCLE,SK-LMS-1_COSMIC,SK-LMS-1_GDC		SKLMS1_CCLE,SK-LMS-1_COSMIC,SK-LMS-1_GDC	SKLMS1
SKLU1_CCLE	SKLU1	SKLU1_CCLE,SK-LU-1_COSMIC,SK-LU-1_GDC		SKLU1_CCLE,SK-LU-1_COSMIC,SK-LU-1_GDC	SKLU1
SK-LU-1_COSMIC	SKLU1	SKLU1_CCLE,SK-LU-1_COSMIC,SK-LU-1_GDC		SKLU1_CCLE,SK-LU-1_COSMIC,SK-LU-1_GDC	SKLU1
SK-LU-1_GDC	SKLU1	SKLU1_CCLE,SK-LU-1_COSMIC,SK-LU-1_GDC		SKLU1_CCLE,SK-LU-1_COSMIC,SK-LU-1_GDC	SKLU1
SKM1_CCLE	SKM1	SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC		SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC	SKM1
SKM-1_COSMIC	SKM1	SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC		SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC	SKM1
SKM-1_EGA	SKM1	SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC		SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC	SKM1
SKM-1_GDC	SKM1	SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC		SKM1_CCLE,SKM-1_COSMIC,SKM-1_EGA,SKM-1_GDC	SKM1
SKMEL1_CCLE	SKMEL1	SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC		SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC	SKMEL1
SK-MEL-1_COSMIC	SKMEL1	SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC		SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC	SKMEL1
SK-MEL-1_EGA	SKMEL1	SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC		SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC	SKMEL1
SK-MEL-1_GDC	SKMEL1	SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC		SKMEL1_CCLE,SK-MEL-1_COSMIC,SK-MEL-1_EGA,SK-MEL-1_GDC	SKMEL1
SKMEL24_CCLE	SKMEL24	SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC		SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC	SKMEL24
SK-MEL-24_COSMIC	SKMEL24	SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC		SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC	SKMEL24
SK-MEL-24_EGA	SKMEL24	SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC		SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC	SKMEL24
SK-MEL-24_GDC	SKMEL24	SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC		SKMEL24_CCLE,SK-MEL-24_COSMIC,SK-MEL-24_EGA,SK-MEL-24_GDC	SKMEL24
SKMEL28_CCLE	SKMEL28	SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC		SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC	SKMEL28
SK_MEL_28_CELLMINER	SKMEL28	SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC		SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC	SKMEL28
SK-MEL-28_COSMIC	SKMEL28	SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC		SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC	SKMEL28
SK-MEL-28_EGA	SKMEL28	SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC		SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC	SKMEL28
SK-MEL-28_GDC	SKMEL28	SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC		SKMEL28_CCLE,SK_MEL_28_CELLMINER,SK-MEL-28_COSMIC,SK-MEL-28_EGA,SK-MEL-28_GDC	SKMEL28
SKMEL2_CCLE	SKMEL2	SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA		SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA	SKMEL2
SK_MEL_2_CELLMINER	SKMEL2	SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA		SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA	SKMEL2
SK-MEL-2_COSMIC	SKMEL2	SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA		SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA	SKMEL2
SK-MEL-2_EGA	SKMEL2	SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA		SKMEL2_CCLE,SK_MEL_2_CELLMINER,SK-MEL-2_COSMIC,SK-MEL-2_EGA	SKMEL2
SKMEL30_CCLE	SKMEL30	SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC		SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC	SKMEL30
SK-MEL-30_COSMIC	SKMEL30	SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC		SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC	SKMEL30
SK-MEL-30_EGA	SKMEL30	SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC		SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC	SKMEL30
SK-MEL-30_GDC	SKMEL30	SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC		SKMEL30_CCLE,SK-MEL-30_COSMIC,SK-MEL-30_EGA,SK-MEL-30_GDC	SKMEL30
SK-MEL-31_COSMIC	SKMEL31	SK-MEL-31_COSMIC,SK-MEL-31_EGA,SK-MEL-31_GDC		SK-MEL-31_COSMIC,SK-MEL-31_EGA,SK-MEL-31_GDC	SKMEL31
SK-MEL-31_EGA	SKMEL31	SK-MEL-31_COSMIC,SK-MEL-31_EGA,SK-MEL-31_GDC		SK-MEL-31_COSMIC,SK-MEL-31_EGA,SK-MEL-31_GDC	SKMEL31
SK-MEL-31_GDC	SKMEL31	SK-MEL-31_COSMIC,SK-MEL-31_EGA,SK-MEL-31_GDC		SK-MEL-31_COSMIC,SK-MEL-31_EGA,SK-MEL-31_GDC	SKMEL31
SKMEL3_CCLE	SKMEL3	SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC		SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC	SKMEL3
SK-MEL-3_COSMIC	SKMEL3	SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC		SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC	SKMEL3
SK-MEL-3_EGA	SKMEL3	SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC		SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC	SKMEL3
SK-MEL-3_GDC	SKMEL3	SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC		SKMEL3_CCLE,SK-MEL-3_COSMIC,SK-MEL-3_EGA,SK-MEL-3_GDC	SKMEL3
SKMEL5_CCLE	SKMEL5	SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC		SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC	SKMEL5
SK_MEL_5_CELLMINER	SKMEL5	SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC		SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC	SKMEL5
SK-MEL-5_COSMIC	SKMEL5	SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC		SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC	SKMEL5
SK-MEL-5_EGA	SKMEL5	SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC		SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC	SKMEL5
SK-MEL-5_GDC	SKMEL5	SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC		SKMEL5_CCLE,SK_MEL_5_CELLMINER,SK-MEL-5_COSMIC,SK-MEL-5_EGA,SK-MEL-5_GDC	SKMEL5
SKMES1_CCLE	SKMES1	SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC		SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC	SKMES1
SK-MES-1_COSMIC	SKMES1	SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC		SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC	SKMES1
SK-MES-1_EGA	SKMES1	SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC		SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC	SKMES1
SK-MES-1_GDC	SKMES1	SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC		SKMES1_CCLE,SK-MES-1_COSMIC,SK-MES-1_EGA,SK-MES-1_GDC	SKMES1
SK-MG-1_COSMIC	SKMG1	SK-MG-1_COSMIC		SK-MG-1_COSMIC	SKMG1
SK-MM-2_COSMIC	SKMM2	SK-MM-2_COSMIC,SK-MM-2_EGA,SK-MM-2_GDC		SK-MM-2_COSMIC,SK-MM-2_EGA,SK-MM-2_GDC	SKMM2
SK-MM-2_EGA	SKMM2	SK-MM-2_COSMIC,SK-MM-2_EGA,SK-MM-2_GDC		SK-MM-2_COSMIC,SK-MM-2_EGA,SK-MM-2_GDC	SKMM2
SK-MM-2_GDC	SKMM2	SK-MM-2_COSMIC,SK-MM-2_EGA,SK-MM-2_GDC		SK-MM-2_COSMIC,SK-MM-2_EGA,SK-MM-2_GDC	SKMM2
SKN-3_COSMIC	SKN3	SKN-3_COSMIC		SKN-3_COSMIC	SKN3
SKNAS_CCLE	SKNAS	SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC		SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC	SKNAS
SK-N-AS_COSMIC	SKNAS	SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC		SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC	SKNAS
SK-N-AS_EGA	SKNAS	SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC		SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC	SKNAS
SK-N-AS_GDC	SKNAS	SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC		SKNAS_CCLE,SK-N-AS_COSMIC,SK-N-AS_EGA,SK-N-AS_GDC	SKNAS
SK-N-BE_2__GDC	SKNBE2	SK-N-BE_2__GDC		SK-N-BE_2__GDC	SKNBE2
SKN_COSMIC	SKN	SKN_COSMIC		SKN_COSMIC	SKN
SKNDZ_CCLE	SKNDZ	SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC		SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC	SKNDZ
SK-N-DZ_COSMIC	SKNDZ	SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC		SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC	SKNDZ
SK-N-DZ_EGA	SKNDZ	SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC		SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC	SKNDZ
SK-N-DZ_GDC	SKNDZ	SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC		SKNDZ_CCLE,SK-N-DZ_COSMIC,SK-N-DZ_EGA,SK-N-DZ_GDC	SKNDZ
SK-NEP-1_COSMIC	SKNEP1	SK-NEP-1_COSMIC		SK-NEP-1_COSMIC	SKNEP1
SKNFI_CCLE	SKNFI	SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC		SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC	SKNFI
SK-N-FI_COSMIC	SKNFI	SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC		SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC	SKNFI
SK-N-FI_EGA	SKNFI	SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC		SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC	SKNFI
SK-N-FI_GDC	SKNFI	SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC		SKNFI_CCLE,SK-N-FI_COSMIC,SK-N-FI_EGA,SK-N-FI_GDC	SKNFI
SKNMC_CCLE	SKNMC	SKNMC_CCLE,SK-N-MC_GDC	MCIXC_COSMIC	MCIXC_COSMIC,SKNMC_CCLE,SK-N-MC_GDC	MCIXC,SKNMC
SK-N-MC_GDC	SKNMC	SKNMC_CCLE,SK-N-MC_GDC	MCIXC_COSMIC	MCIXC_COSMIC,SKNMC_CCLE,SK-N-MC_GDC	MCIXC,SKNMC
SKNSH_CCLE	SKNSH	SKNSH_CCLE,SK-N-SH_COSMIC,SK-N-SH_EGA	SHSY5Y_CCLE	SHSY5Y_CCLE,SKNSH_CCLE,SK-N-SH_COSMIC,SK-N-SH_EGA	SHSY5Y,SKNSH
SK-N-SH_COSMIC	SKNSH	SKNSH_CCLE,SK-N-SH_COSMIC,SK-N-SH_EGA	SHSY5Y_CCLE	SHSY5Y_CCLE,SKNSH_CCLE,SK-N-SH_COSMIC,SK-N-SH_EGA	SHSY5Y,SKNSH
SK-N-SH_EGA	SKNSH	SKNSH_CCLE,SK-N-SH_COSMIC,SK-N-SH_EGA	SHSY5Y_CCLE	SHSY5Y_CCLE,SKNSH_CCLE,SK-N-SH_COSMIC,SK-N-SH_EGA	SHSY5Y,SKNSH
SKOV3_CCLE	SKOV3	SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC		SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC	SKOV3
SK_OV_3_CELLMINER	SKOV3	SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC		SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC	SKOV3
SK-OV-3_COSMIC	SKOV3	SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC		SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC	SKOV3
SK-OV-3_EGA	SKOV3	SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC		SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC	SKOV3
SK-OV-3_GDC	SKOV3	SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC		SKOV3_CCLE,SK_OV_3_CELLMINER,SK-OV-3_COSMIC,SK-OV-3_EGA,SK-OV-3_GDC	SKOV3
SK-PN-DW_COSMIC	SKPNDW	SK-PN-DW_COSMIC		SK-PN-DW_COSMIC	SKPNDW
SKUT1_CCLE	SKUT1	SKUT1_CCLE,SK-UT-1_COSMIC,SK-UT-1_GDC		SKUT1_CCLE,SK-UT-1_COSMIC,SK-UT-1_GDC	SKUT1
SK-UT-1_COSMIC	SKUT1	SKUT1_CCLE,SK-UT-1_COSMIC,SK-UT-1_GDC		SKUT1_CCLE,SK-UT-1_COSMIC,SK-UT-1_GDC	SKUT1
SK-UT-1_GDC	SKUT1	SKUT1_CCLE,SK-UT-1_COSMIC,SK-UT-1_GDC		SKUT1_CCLE,SK-UT-1_COSMIC,SK-UT-1_GDC	SKUT1
SLVL_COSMIC	SLVL	SLVL_COSMIC		SLVL_COSMIC	SLVL
SN12C_CELLMINER	SN12C	SN12C_CELLMINER,SN12C_COSMIC		SN12C_CELLMINER,SN12C_COSMIC	SN12C
SN12C_COSMIC	SN12C	SN12C_CELLMINER,SN12C_COSMIC		SN12C_CELLMINER,SN12C_COSMIC	SN12C
SNB_19_CELLMINER	SNB19	SNB_19_CELLMINER	U251_CELLMINER,U251_COSMIC	SNB_19_CELLMINER,U251_CELLMINER,U251_COSMIC	SNB19,U251
SNB_75_CELLMINER	SNB75	SNB_75_CELLMINER,SNB75_COSMIC,SNB75_GDC		SNB_75_CELLMINER,SNB75_COSMIC,SNB75_GDC	SNB75
SNB75_COSMIC	SNB75	SNB_75_CELLMINER,SNB75_COSMIC,SNB75_GDC		SNB_75_CELLMINER,SNB75_COSMIC,SNB75_GDC	SNB75
SNB75_GDC	SNB75	SNB_75_CELLMINER,SNB75_COSMIC,SNB75_GDC		SNB_75_CELLMINER,SNB75_COSMIC,SNB75_GDC	SNB75
SNGM_CCLE	SNGM	SNGM_CCLE,SNG-M_COSMIC,SNG-M_GDC		SNGM_CCLE,SNG-M_COSMIC,SNG-M_GDC	SNGM
SNG-M_COSMIC	SNGM	SNGM_CCLE,SNG-M_COSMIC,SNG-M_GDC		SNGM_CCLE,SNG-M_COSMIC,SNG-M_GDC	SNGM
SNG-M_GDC	SNGM	SNGM_CCLE,SNG-M_COSMIC,SNG-M_GDC		SNGM_CCLE,SNG-M_COSMIC,SNG-M_GDC	SNGM
SNU1033_CCLE	SNU1033	SNU1033_CCLE,SNU-1033_GDC		SNU1033_CCLE,SNU-1033_GDC	SNU1033
SNU-1033_GDC	SNU1033	SNU1033_CCLE,SNU-1033_GDC		SNU1033_CCLE,SNU-1033_GDC	SNU1033
SNU1040_CCLE	SNU1040	SNU1040_CCLE,SNU-1040_COSMIC,SNU-1040_GDC		SNU1040_CCLE,SNU-1040_COSMIC,SNU-1040_GDC	SNU1040
SNU-1040_COSMIC	SNU1040	SNU1040_CCLE,SNU-1040_COSMIC,SNU-1040_GDC		SNU1040_CCLE,SNU-1040_COSMIC,SNU-1040_GDC	SNU1040
SNU-1040_GDC	SNU1040	SNU1040_CCLE,SNU-1040_COSMIC,SNU-1040_GDC		SNU1040_CCLE,SNU-1040_COSMIC,SNU-1040_GDC	SNU1040
SNU1041_CCLE	SNU1041	SNU1041_CCLE,SNU-1041_GDC		SNU1041_CCLE,SNU-1041_GDC	SNU1041
SNU-1041_GDC	SNU1041	SNU1041_CCLE,SNU-1041_GDC		SNU1041_CCLE,SNU-1041_GDC	SNU1041
SNU1066_CCLE	SNU1066	SNU1066_CCLE,SNU-1066_GDC		SNU1066_CCLE,SNU-1066_GDC	SNU1066
SNU-1066_GDC	SNU1066	SNU1066_CCLE,SNU-1066_GDC		SNU1066_CCLE,SNU-1066_GDC	SNU1066
SNU1076_CCLE	SNU1076	SNU1076_CCLE,SNU-1076_GDC		SNU1076_CCLE,SNU-1076_GDC	SNU1076
SNU-1076_GDC	SNU1076	SNU1076_CCLE,SNU-1076_GDC		SNU1076_CCLE,SNU-1076_GDC	SNU1076
SNU1077_CCLE	SNU1077	SNU1077_CCLE,SNU-1077_GDC		SNU1077_CCLE,SNU-1077_GDC	SNU1077
SNU-1077_GDC	SNU1077	SNU1077_CCLE,SNU-1077_GDC		SNU1077_CCLE,SNU-1077_GDC	SNU1077
SNU1079_CCLE	SNU1079	SNU1079_CCLE,SNU-1079_GDC		SNU1079_CCLE,SNU-1079_GDC	SNU1079
SNU-1079_GDC	SNU1079	SNU1079_CCLE,SNU-1079_GDC		SNU1079_CCLE,SNU-1079_GDC	SNU1079
SNU1105_CCLE	SNU1105	SNU1105_CCLE,SNU-1105_GDC		SNU1105_CCLE,SNU-1105_GDC	SNU1105
SNU-1105_GDC	SNU1105	SNU1105_CCLE,SNU-1105_GDC		SNU1105_CCLE,SNU-1105_GDC	SNU1105
SNU1196_CCLE	SNU1196	SNU1196_CCLE,SNU-1196_GDC		SNU1196_CCLE,SNU-1196_GDC	SNU1196
SNU-1196_GDC	SNU1196	SNU1196_CCLE,SNU-1196_GDC		SNU1196_CCLE,SNU-1196_GDC	SNU1196
